요리,종류,난이도,소요시간,링크,재료,재료수
무굴밥,초대요리,2,70,https://wtable.co.kr/recipes/VTEsm4GGQqVLDKEwHLB7JBiX?location=recipe_home,무즙 물 쌀 굴 고춧가루 간장 다진달래 은행 무채 매실청 참기름 통깨,12
깐풍만두,초대요리,1,25,https://wtable.co.kr/recipes/bo7mijL7Vk9fPTDaLsuMiWub?location=recipe_home,설탕 물 다진땅콩 홍고추 식초 청양고추 양파 굴소스 간장 만두 양배추 통깨,12
백합탕,초대요리,1,30,https://wtable.co.kr/recipes/ZLrED2QSKuZZqJXjkR2m1gt2?location=recipe_home,물 홍고추 소금 청양고추 백합,5
야키도리,초대요리,1,40,https://wtable.co.kr/recipes/D46sHAPZuML6SDxVAeLSRJxV?location=recipe_home,미림 설탕 닭다리살 소금 후추 꿀 시사모 청주 간장 대파 마늘 다진생강 새우,14
레몬마요새우,초대요리,2,30,https://wtable.co.kr/recipes/8b1MNDWwEqMPyLb7Lkvx4cka?location=recipe_home,감자전분 파슬리 소금 후추 연유 빵가루 꿀 달걀 레몬즙 새우 맛술 마요네즈,12
퀴노아고구마밥,초대요리,2,40,https://wtable.co.kr/recipes/rzbFiank4kKxkGRecxR9yi4y?location=recipe_home,쌀 퀴노아 물 고구마,4
감자크로켓,초대요리,2,25,https://wtable.co.kr/recipes/HEtriSUN8f9jvw9hq9yUzx6b?location=recipe_home,파프리카 감자 케첩 소금 후추 다진양파 빵가루 밀가루 다진파슬리 달걀 다진당근 다진피망 카놀라유,13
연두부샐러드,초대요리,1,15,https://wtable.co.kr/recipes/hmXbMZa7vZbbmfNNMBYFFWZo?location=recipe_home,설탕 물 후추 식초 유자청 간장 연두부 피칸 샐러드용잎채소 통깨,10
프렌치토스트,초대요리,1,20,https://wtable.co.kr/recipes/SYYfvTcsXsZvdnQbZcsuooWA?location=recipe_home,설탕 물 소금 블루베리 달걀 버터 우유 식빵,8
그릭샐러드,초대요리,1,15,https://wtable.co.kr/recipes/sWXden116CqHHDNs7m2hZDnv?location=recipe_home,설탕 소금 올리브 후추 적양파 다진양파 식초 복숭아 토마토 페타치즈 블랙올리브 레몬즙 오이 노란파프리카 올리브오일 바질잎,16
피자컵떡볶이,초대요리,1,30,https://wtable.co.kr/recipes/G8T3giBySXH4vh2QMBxRGkVh?location=recipe_home,파슬리가루 떡볶이떡 토르티야 다진양파 고추장 옥수수통조림 토마토소스 베이컨 올리고당 피자치즈 다진마늘,11
두부과자,초대요리,2,30,https://wtable.co.kr/recipes/uZ47JPKxRYC4TDbVUHKnxBMy?location=recipe_home,두부 검은깨 설탕 포도씨유 소금 달걀 베이킹파우더 박력분,8
토마토브루스케타,초대요리,1,15,https://wtable.co.kr/recipes/gkZLeSFPKfMdkQ1bVuEFABcK?location=recipe_home,소금 후추 바게트 방울토마토 마늘 올리브오일 바질잎,7
오이소박이김치,초대요리,2,80,https://wtable.co.kr/recipes/EngHpfqP3XoicBNtTagDf6EB?location=recipe_home,파프리카 물 생강즙 소금 부추 고춧가루 양파 새우젓 다진마늘 매실청 오이 멸치액젓,12
수제햄버거,초대요리,2,30,https://wtable.co.kr/recipes/cz1BgtfhVhQCz9j3zuywXJU2?location=recipe_home,양상추 다진쇠고기 슬라이스치즈 햄버거빵 케첩 소금 후추 다진양파 다진돼지고기 토마토 양파 베이컨 피클 우스터소스 마요네즈,15
무알코올레몬모히토,초대요리,1,15,https://wtable.co.kr/recipes/HZgbDYxAXT9AYaZkXKZ1JjFx?location=recipe_home,얼음 애플민트 탄산수 레몬청,4
꿀레몬청,초대요리,1,40,https://wtable.co.kr/recipes/5ePU5dVEZsGHrAGM7UC929SU?location=recipe_home,설탕 소금 베이킹소다 꿀 레몬슬라이스,5
불고기토르티야피자,초대요리,1,30,https://wtable.co.kr/recipes/m4gEqseUTMTuy73bqwTXXjVv?location=recipe_home,설탕 후추 토르티야 어린잎채소 청주 양파 토마토소스 쇠고기 모차렐라치즈 피자치즈 간장 다진마늘 참기름 토마토,14
골뱅이쫄면,초대요리,2,30,https://wtable.co.kr/recipes/hJy93JkpBRUUMWkwDQHAS3P6?location=recipe_home,설탕 쫄면 후추 식초 청양고추 양파 고추장 깨소금 달걀 올리고당 간장 다진마늘 참기름 오이 골뱅이 깻잎 새싹 적채,18
카프레제샐러드,초대요리,1,25,https://wtable.co.kr/recipes/evYFwW44rKv9avmGjxvXENYn?location=recipe_home,파르메산치즈 생모차렐라치즈 바질 소금 후추 마늘 토마토 올리브오일 볶은잣 바질잎,10
리코타치즈샐러드,초대요리,2,10,https://wtable.co.kr/recipes/cfNihpWHNPpgC1YwheiTUmxu?location=recipe_home,딸기 샐러드채소 아몬드 리코타치즈 소금 후추 꿀 다진양파 발사믹식초 올리브오일 오렌지,11
그래놀라바,초대요리,1,40,https://wtable.co.kr/recipes/oRxk3MogBJXDgHGGDqY5GqGi?location=recipe_home,검은깨 소금 연유 뮤즐리 시나몬파우더 건과일 올리고당 버터 견과류 황설탕,10
가지토마토파스타,초대요리,1,40,https://wtable.co.kr/recipes/jdCwZBVSDSh2HQwjKQ9EqdMv?location=recipe_home,다진쇠고기 소금 바질 다진양파 가지 스파게티면 토마토소스 파마산치즈가루 다진마늘 방울토마토 올리브유 후춧가루,12
우엉솥밥,채식,2,20,https://wtable.co.kr/recipes/Y4ovuGTFzHHznwgU9T2XRoka?location=recipe_home,설탕 표고버섯 쌀 우엉 식초 청주 쪽파 채수 들기름 간장 다진마늘 후춧가루 통깨,13
뿌리채소덮밥,채식,2,20,https://wtable.co.kr/recipes/6FtCg1PAe85iU6N1itaS7vki?location=recipe_home,치커리 설탕 물 우엉 연근 식용유 찹쌀가루 밥 참기름 간장 방울토마토 다진마늘 통깨 생강가루 맛술,15
단호박 쉐이크,채식,1,20,https://wtable.co.kr/recipes/f9fdk9jcaM8fsb836rmQ1DVr?location=recipe_home,단호박 물 소금 올리고당 불린캐슈넛 순두부,6
렌틸콩 토마토수프,채식,1,50,https://wtable.co.kr/recipes/iXMAz7aG9qMnqFbmBYUpKfJa?location=recipe_home,물 렌틸콩 소금 파슬리 양파 당근 토마토소스 샐러리 마늘 월계수잎 토마토 올리브유 후춧가루,13
오버나이트 오트밀,채식,1,15,https://wtable.co.kr/recipes/KwhuaibduNQHGhCuNbnpJvPn?location=recipe_home,두유 치아씨드 아몬드 블루베리 꿀 시나몬파우더 오트밀 산딸기 개인기호에따른과일,9
템페 구이 & 퀴노아 샐러드 밀프렙,채식,2,60,https://wtable.co.kr/recipes/padCkSrxLSYaY61ocCAo3j2o?location=recipe_home,파프리카파우더 소금 후추 식초 템페 간장 올리브오일 메이플시럽,8
비건 베이글,채식,2,120,https://wtable.co.kr/recipes/gRpM9qNgbGACmkto7FdM5sMb?location=recipe_home,물 통밀가루 드라이이스트 소금 강력분 포도씨오일 황설탕,7
새싹 샐러드 김밥,채식,1,40,https://wtable.co.kr/recipes/81XudAorfmjdz2veTNCSLhWj?location=recipe_home,설탕 물 소금 우엉 식용유 새싹채소 김밥용김 당근 올리고당 참기름 간장 현미밥 통깨 맛술,14
낫또 김밥,채식,1,30,https://wtable.co.kr/recipes/CPyxS5tW8UKA6N6rok7Wqzwi?location=recipe_home,설탕 물 소금 우엉 세발나물 고추냉이 김밥용김 연겨자 올리고당 간장 참기름 현미밥 오이 낫또 맛술,15
비건 초코 마들렌,채식,1,25,https://wtable.co.kr/recipes/VTpUW7GLbFHKJap6ceGWDwDi?location=recipe_home,두유 통밀가루 카카오가루 식초 토핑용견과류 현미가루 초코칩 베이킹파우더 포도씨오일 황설탕,10
비건 리코타 치즈,채식,1,90,https://wtable.co.kr/recipes/uyvcAuEz4Ppoz5a4ExcickVa?location=recipe_home,두유 소금 레몬즙,3
비건 마카롱,채식,3,60,https://wtable.co.kr/recipes/goKMFaV6x2eXVn4BcMCeP566?location=recipe_home,슈가파우더 아몬드밀크 다크초콜렛 아몬드가루 황설탕 주석산 캔콩물 병아리콩병,8
에어프라이어 간장 두부 구이,채식,1,20,https://wtable.co.kr/recipes/aMapoYgKMGG47d7L8QK3Ax56?location=recipe_home,두부 설탕 홍고추 소금 식초 쪽파 간장 참기름 깻잎 후춧가루 통깨,11
에어프라이어 고추장 두부 구이,채식,1,30,https://wtable.co.kr/recipes/udfSyNj4Ah8ZaFqvdLPsm65R?location=recipe_home,두부 설탕 소금 식용유 고추장 쪽파 간장 참기름 후춧가루 통깨,10
에어프라이어 두부 버섯 샐러드,채식,1,30,https://wtable.co.kr/recipes/GFYkFcpqvZT9e6CuHKCdPbXk?location=recipe_home,두부 설탕 샐러드채소 소금 만가닥버섯 식초 어린잎채소 양파 느타리버섯 간장 다진마늘 참기름 후춧가루 올리브오일,14
비건 요거트,채식,1,20,https://wtable.co.kr/recipes/Ksk7xr793cPTXLvY1ZSdspRF?location=recipe_home,두유 그릭요거트스타터,2
비건 참나물 페스토,채식,1,20,https://wtable.co.kr/recipes/qAV8NaTqcdPbJWt2z3P2PwvH?location=recipe_home,소금 참나물 잣 마늘 후춧가루 올리브오일,6
비건 참나물 페스토 파스타,채식,1,25,https://wtable.co.kr/recipes/MDjZmb6gi37Xxaq979LtxbKu?location=recipe_home,소금 참나물 참나물페스토 스파게티면 잣 면수 마늘 후춧가루 올리브오일,9
비건 초코 타르트,채식,3,50,https://wtable.co.kr/recipes/joguiYYwvfe9obBHwqdonMsr?location=recipe_home,카카오파우더 물 통밀가루 두유 마스코바도설탕 소금 아몬드가루 베이킹파우더 녹인다크초콜렛 포도씨오일 체리 황설탕 메이플시럽,13
비건 레몬 청포도 타르트,채식,3,30,https://wtable.co.kr/recipes/n9t5x7iuq8gmzRmtxrLP59qj?location=recipe_home,레몬제스트 아가베시럽 통밀가루 두유 소금 청포도 칡전분 레몬즙 포도씨오일 레몬슬라이스,10
비건 딸기 크림 케이크,채식,2,60,https://wtable.co.kr/recipes/ajoKfAbALxHFjpEgkUWymk37?location=recipe_home,캐슈넛 두유 통밀가루 소금 딸기 시나몬가루 식초 딸기잼 허브 바닐라익스트랙 베이킹파우더 포도씨오일 황설탕 메이플시럽,14
가지 갈비,채식,1,30,https://wtable.co.kr/recipes/R2nFZKBtPCyXGWS7JU31jNDY?location=recipe_home,설탕 불린건표고 물엿 표고불린물 가지 쪽파 새송이버섯 간장 다진마늘 참기름 포도씨오일 후춧가루 통깨 맛술,14
채식 짜장면,채식,2,30,https://wtable.co.kr/recipes/3nrrdrCwqmBN9b6j7PEBf9cu?location=recipe_home,설탕 물 소금 전분 표고버섯불린물 식용유 양파 춘장 다진마늘 중화면 오이 후춧가루 대파 생강가루,14
병아리콩 칩,채식,1,20,https://wtable.co.kr/recipes/eVvBTA7cyB32GYHczfepFdGs?location=recipe_home,병아리콩 소금 시나몬가루 카레가루 큐민가루 후춧가루 올리브오일 파프리카가루,8
미니양배추 구이,채식,1,40,https://wtable.co.kr/recipes/3AjCPMEXvYqMGVxm3AuWVYad?location=recipe_home,소금 양배추 후춧가루 올리브오일 통마늘한줌,5
채식 배추된장국,채식,1,30,https://wtable.co.kr/recipes/h8NwyK2bVzTup4M8QpBhWTSW?location=recipe_home,두부 다시마 홍고추 배추 무 고춧가루 청양고추 된장 다진마늘 쌀뜨물 대파,11
채식 김치 콩나물국,채식,1,20,https://wtable.co.kr/recipes/ZpLBkfQTwya5noLdCbppCL8e?location=recipe_home,다시마물 홍고추 소금 김치 김칫국물 국간장 청양고추 다진마늘 콩나물 대파,10
새송이 탕수,채식,2,30,https://wtable.co.kr/recipes/AQ4n41KyV3QBP3wtoEGWcVAu?location=recipe_home,파프리카 설탕 진간장 물 소금 전분 식용유 식초 올리고당 새송이버섯 간장 참기름 후춧가루 적양파,14
애호박채전,채식,1,25,https://wtable.co.kr/recipes/ymuzLFSuEyaENnv2ZMrPH2We?location=recipe_home,물 통밀가루 소금 식용유 식초 청양고추 양파 애호박 간장 통깨,10
구운 채소 카레,채식,2,40,https://wtable.co.kr/recipes/ZHHYQs9jjZPNGdx74q4dezZs?location=recipe_home,물 후춧가루 고구마 통깨 감자 소금 파슬리 식용유 불린캐슈너트 치아시드 마늘 단호박 브로콜리 양파 참기름 연근 카레가루 당근 가지 토마토 파프리카가루,21
퀴노아 샐러드 ,채식,1,25,https://wtable.co.kr/recipes/qKGDC8huLzWdLecvnjhxSB8p?location=recipe_home,고수 퀴노아 병아리콩 소금 적양파 커민 후춧가루 토마토 라임즙 올리브오일,10
비건 딸기 아이스크림,채식,1,10,https://wtable.co.kr/recipes/x4iMgjvB6vEuh3LnBRBWpffa?location=recipe_home,아가베시럽 두유 레몬즙 냉동딸기 코코넛크림 완숙바나나,6
비건 쑥 머핀,채식,2,35,https://wtable.co.kr/recipes/eJKJbbjGYawVuPVvbSPkSAZJ?location=recipe_home,물 두유 통밀가루 다진쑥 현미가루 쑥가루 베이킹파우더 레몬즙 포도씨오일 슈가파우더 황설탕,11
비건 코코넛 아몬드 쿠키,채식,1,20,https://wtable.co.kr/recipes/7MXrE3S4dS5acRwK8D72H1Jh?location=recipe_home,통밀가루 베이킹소다 비정제코코넛오일 조청 아몬드가루 코코넛플레이크,6
비건 버터,채식,1,10,https://wtable.co.kr/recipes/uJrJcJ1CuD7Ldnfdv4hf68dC?location=recipe_home,캐슈넛 물 아가베시럽 뉴트리셔널이스트 소금 포도씨오일 정제코코넛오일 애플사이다비네거,8
비건 플레인 화이트 스콘,채식,1,40,https://wtable.co.kr/recipes/QdmbgM7MB4TUBY5Bz7WkRosk?location=recipe_home,두유 통밀가루 소금 비정제코코넛오일 슈코코넛 베이킹파우더 코코넛가루 황설탕,8
채식 양배추 김치,채식,2,40,https://wtable.co.kr/recipes/FQjH6mF7eC4ZLcxf4gviN31h?location=recipe_home,다시마물 국간장 소금 찹쌀가루 고춧가루 매실액 쪽파 다진마늘 다진생강 양배추,10
토마토두부카프레제와 라임드레싱,채식,1,15,https://wtable.co.kr/recipes/B4TFJHpSnL8wucjuDrRPvU3F?location=recipe_home,양파시즈닝가루 오이피클 꿀 어린잎채소 슬라이스순두부 양파 오이피클국물 슬라이스토마토 휘핑크림 라임즙 발사믹드레싱 마요네즈,12
채식 백김치,채식,2,40,https://wtable.co.kr/recipes/roE6Y46GuNMCxMmVtZgz2BdW?location=recipe_home,파프리카 물 다시마물 생강 배 소금 배추 무 찹쌀가루 쪽파 사과 마늘,12
채식 김치,채식,2,40,https://wtable.co.kr/recipes/zFnUxfuNSTgWWpJepQNhw1dQ?location=recipe_home,물 다시마물 생강 국간장 배 배추 소금 찹쌀가루 무 고춧가루 양파 쪽파 사과 마늘,14
구운 채소 샌드위치,채식,1,25,https://wtable.co.kr/recipes/2dQisTooz6ZuWcyeb2C45eSc?location=recipe_home,파프리카 바질페스토 소금 가지 애호박 빵 루꼴라 토마토 후춧가루 올리브오일,10
병아리콩 샌드위치,채식,1,20,https://wtable.co.kr/recipes/AdvdMSwHhKDyL3novMzGU43v?location=recipe_home,치커리 물 소금 카레가루 빵 불린병아리콩 통깨 오이 후춧가루 올리브오일 파프리카가루 마요네즈,12
비건 반미 샌드위치,채식,1,20,https://wtable.co.kr/recipes/HhVY5Eg49znCme6bmMbrNHcT?location=recipe_home,고수 팽이버섯 홍고추 소금 무 식초 비정제설탕 청양고추 바게트 당근 올리고당 간장 스위트칠리소스 오이 후춧가루 스리라차소스 맛술 마요네즈,18
들깨 연두부 샐러드,채식,1,20,https://wtable.co.kr/recipes/et2QFVj4eT3qXBifbbmAWivi?location=recipe_home,양상추 설탕 치커리 베이비싹 소금 들깨가루 식초 금귤 깨소금 연두부 마늘장아찌국물,11
토마토 숙주 샐러드,채식,1,18,https://wtable.co.kr/recipes/Phd9VL8tXRL3ktyDxQWCdg4o?location=recipe_home,양조식초 설탕 숙주 오이 양파 꽈리고추 양조간장 참기름 토마토 미나리,10
톳 미니양배추 두부무침,채식,1,20,https://wtable.co.kr/recipes/GLpuqRNY4ufHV5xJfNFjtY15?location=recipe_home,두부 소금 깨소금 다진마늘 양배추 톳,6
두릅콩국,채식,1,20,https://wtable.co.kr/recipes/ddBGyuZyegAtzywcyN4u9Rmt?location=recipe_home,두릅 날콩가루 항암육수 국간장,4
가지 샐러리 냉채,채식,1,20,https://wtable.co.kr/recipes/a4cRNEPiXj2cSVGNJQL2tnTu?location=recipe_home,설탕 양조식초 소금 배 스레디시 잣가루 가지 연겨자 레몬즙 샐러리 레몬웨지,11
발효 된장 샐러드,채식,1,20,https://wtable.co.kr/recipes/Qf3QQWYJM6ET8SLi4aKgCxcc?location=recipe_home,양상추 재래식된장 설탕 베이비싹 파프리카 배 브로콜리 물엿 식초 꿀 사과 올리브유,12
영양 뿌리채소 찜,채식,1,20,https://wtable.co.kr/recipes/BLsEFdks6XDuP6JMUhjNP9wL?location=recipe_home,단호박 감자 연근 브로콜리 장마 은행 고구마,7
능이버섯 무국,채식,1,20,https://wtable.co.kr/recipes/nHn7jYyx6XNJ57CkRYergPWc?location=recipe_home,무우 능이버섯 국간장 능이버섯불린물 들기름,5
오렌지 비트 샐러드,채식,1,15,https://wtable.co.kr/recipes/HopCF6JGyL4WS1giMtfUfAJt?location=recipe_home,치커리 진간장 물 흑임자 연근 고춧가루 비트 건자두 매실액 비타민 들기름 참깨 꽃상추 레몬즙 오렌지,15
아스파라거스 자몽 샐러드,채식,1,15,https://wtable.co.kr/recipes/vt53pYdwQzPC5B7QEqSxhLUX?location=recipe_home,오이고추 소금 후추 식용유 자몽 통후춧가루 발사믹식초 꽃상추 아스파라거스 레몬즙 올리브유 적양파,13
봄 주먹밥,채식,1,30,https://wtable.co.kr/recipes/gdKAtenNoZ2r7yUebF99y14w?location=recipe_home,물 배춧잎 우엉 소금 식용유 밥 올리고당 케일 간장 참기름 다진마늘 곰취 후춧가루 통깨,14
한식 채수,채식,1,50,https://wtable.co.kr/recipes/YRgxvWoN39y2Lzc4WdiUHFkb?location=recipe_home,다시마 물 무 양파 마늘 건표고버섯 대파,7
버섯 리조또,채식,1,35,https://wtable.co.kr/recipes/WBYpdEr84uufP6rjD8kA47uA?location=recipe_home,표고버섯 두유 화이트인 소금 식용유 다진파슬리 채수 현미밥 후춧가루 트러플오일,10
비트수프,채식,1,30,https://wtable.co.kr/recipes/X8AAyzqYpR8DmbcVgWRg41df?location=recipe_home,검은깨 소금 비트 채수 후춧가루 올리브오일 식물성요거트,7
비건 라따뚜이,채식,2,50,https://wtable.co.kr/recipes/ibxYBsg8wRA397ULcBwn6QW8?location=recipe_home,소금 양파 가지 로즈마리 다진파슬리 주키니 마늘 노란색파프리카 토마토 후춧가루 올리브오일 코코넛크림,12
뿌리채소구이,채식,1,30,https://wtable.co.kr/recipes/QzVTpBVep63FzoeAkdWswgGE?location=recipe_home,소금 비트 당근 마늘 올리브유 후춧가루 메이플시럽 마요네즈,8
